,Credit_Limit,Customer_Age
1496,5462.0,64
1497,2868.0,37
1498,2685.0,31
1499,5238.0,49
1500,4561.0,32
1501,13091.0,53
1502,10826.0,62
1503,2600.0,26
1504,2561.0,49
1505,7087.0,30
1506,34516.0,34
1507,10266.0,41
1508,1553.0,27
1509,6732.0,33
1510,12181.0,56
1511,7056.0,36
1512,14365.0,35
1513,11473.0,27
1514,23996.0,46
1515,2998.0,48
1516,30011.0,54
1517,2405.0,38
1518,21927.0,36
1519,3906.0,56
1520,10029.0,32
1521,4934.0,36
1522,13882.0,35
1523,2347.0,26
1524,4116.0,32
1525,13904.0,56
1526,32558.0,54
1527,12902.0,54
1528,2509.0,37
1529,2484.0,38
1530,2780.0,35
1531,5219.0,39
1532,18102.0,48
1533,4532.0,29
1534,22399.0,33
1535,4489.0,39
1536,10329.0,35
1537,2637.0,43
1538,1864.0,27
1539,13276.0,52
1540,1935.0,31
1541,6784.0,45
1542,19127.0,35
1543,32641.0,55
1544,1438.3,61
1545,2417.0,37
1546,19259.0,38
1547,3796.0,54
1548,4042.0,40
1549,17603.0,47
1550,2894.0,55
1551,16730.0,37
1552,3282.0,36
1553,15815.0,53
1554,1672.0,26
1555,8121.0,45
1556,3182.0,36
1557,3182.0,60
1558,5061.0,30
1559,6224.0,39
1560,2735.0,33
1561,2464.0,48
1562,3477.0,39
1563,3242.0,38
1564,27858.0,47
1565,1438.3,26
1566,34516.0,49
1567,6361.0,38
1568,2490.0,30
1569,14057.0,53
1570,2461.0,49
1571,7766.0,35
1572,21308.0,40
1573,4516.0,30
1574,5424.0,42
1575,1764.0,62
1576,1493.0,50
1577,17539.0,56
1578,34516.0,45
1579,2149.0,35
1580,6256.0,57
1581,11922.0,33
1582,4075.0,43
1583,7290.0,53
1584,5965.0,50
1585,9007.0,30
1586,6077.0,37
1587,1808.0,37
1588,12810.0,45
1589,3421.0,58
1590,3118.0,63
1591,20013.0,43
1592,4395.0,26
1593,9661.0,37
1594,1973.0,53
1595,9926.0,55
1596,4108.0,36
1597,20741.0,51
1598,16335.0,36
1599,4588.0,35
1600,5712.0,34
1601,5335.0,57
1602,13184.0,54
1603,8592.0,29
1604,1910.0,37
1605,6210.0,53
1606,2220.0,36
1607,20756.0,49
1608,2895.0,64
1609,3539.0,53
1610,9274.0,52
1611,3187.0,35
1612,2802.0,37
1613,2334.0,50
1614,1438.3,65
1615,3519.0,53
1616,3088.0,53
1617,34516.0,40
1618,11906.0,39
1619,11098.0,53
1620,2224.0,36
1621,3454.0,35
1622,5723.0,37
1623,9239.0,36
1624,4061.0,39
1625,4189.0,65
1626,6373.0,45
1627,2228.0,38
1628,3261.0,36
1629,8014.0,40
1630,10980.0,35
1631,3092.0,54
1632,14315.0,40
1633,1648.0,59
1634,1730.0,26
1635,13768.0,46
1636,1709.0,29
1637,1705.0,38
1638,8673.0,31
1639,6391.0,35
1640,11102.0,56
1641,24765.0,34
1642,31864.0,42
1643,5346.0,29
1644,2801.0,32
1645,3148.0,37
1646,2786.0,36
1647,11894.0,37
1648,7535.0,38
1649,33180.0,52
1650,2986.0,62
1651,6729.0,35
1652,2601.0,36
1653,3380.0,54
1654,2730.0,27
1655,3324.0,26
1656,2665.0,56
1657,5015.0,60
1658,6905.0,54
1659,5848.0,48
1660,19136.0,33
1661,3500.0,64
1662,7453.0,35
1663,6266.0,54
1664,4945.0,29
1665,27992.0,33
1666,3735.0,34
1667,6703.0,48
1668,6162.0,38
1669,3337.0,42
1670,2205.0,55
1671,4450.0,62
1672,1438.3,33
1673,2172.0,38
1674,4323.0,39
1675,4145.0,56
1676,2032.0,36
1677,7010.0,29
1678,3205.0,57
1679,16547.0,55
1680,5930.0,51
1681,7469.0,57
1682,2235.0,56
1683,2047.0,26
1684,34516.0,36
1685,2636.0,53
1686,6425.0,41
1687,2902.0,26
1688,4002.0,51
1689,5175.0,34
1690,4599.0,65
1691,31258.0,52
1692,2683.0,54
1693,11638.0,37
1694,1829.0,40
1695,8276.0,55
1696,23539.0,45
1697,2352.0,37
1698,11371.0,30
1699,2857.0,55
1700,34516.0,36
1701,6690.0,39
1702,4439.0,34
1703,5344.0,47
1704,27310.0,42
1705,2531.0,61
1706,9096.0,31
1707,34516.0,40
1708,7169.0,42
1709,5399.0,54
1710,2280.0,52
1711,6315.0,31
1712,4402.0,43
1713,27732.0,49
1714,4947.0,45
1715,3946.0,38
1716,12291.0,57
1717,3067.0,63
1718,1438.3,42
1719,8633.0,61
1720,2394.0,37
1721,11374.0,61
1722,6921.0,35
1723,2564.0,57
1724,2720.0,64
1725,9843.0,39
1726,21691.0,28
1727,1826.0,53
1728,5746.0,39
1729,2926.0,35
1730,7061.0,47
1731,5589.0,47
1732,9620.0,38
1733,2539.0,26
1734,3642.0,37
1735,3451.0,57
1736,1841.0,38
1737,5764.0,39
1738,18278.0,35
1739,16059.0,38
1740,5887.0,56
1741,3152.0,36
1742,12464.0,39
1743,4784.0,58
1744,1950.0,28
1745,7478.0,65
1746,1438.3,26
1747,1707.0,28
1748,4016.0,30
1749,2370.0,31
1750,3478.0,57
1751,1539.0,43
1752,1438.3,26
1753,3142.0,39
1754,17236.0,35
1755,1438.3,52
1756,13206.0,33
1757,2480.0,53
1758,2898.0,30
1759,1570.0,59
1760,4460.0,65
1761,1544.0,33
1762,3456.0,52
1763,2751.0,26
1764,4153.0,52
1765,3685.0,37
1766,8902.0,56
1767,2944.0,35
1768,2232.0,58
1769,1569.0,34
1770,23622.0,37
1771,3326.0,53
1772,6116.0,38
1773,11352.0,38
1774,14910.0,28
1775,17531.0,39
1776,4138.0,43
1777,8374.0,36
1778,7049.0,38
1779,3851.0,37
1780,15936.0,37
1781,2926.0,29
1782,10305.0,51
1783,2987.0,54
1784,34516.0,35
1785,6275.0,38
1786,7185.0,33
1787,3281.0,45
1788,3077.0,61
1789,2042.0,33
1790,2001.0,55
1791,3625.0,34
1792,7803.0,58
1793,5951.0,38
1794,15796.0,59
1795,7558.0,57
1796,5381.0,55
1797,3556.0,63
1798,2661.0,60
1799,3506.0,53
1800,2066.0,35
1801,8329.0,53
1802,2774.0,58
1803,4134.0,33
1804,11329.0,53
1805,9055.0,59
1806,17393.0,37
1807,5908.0,50
1808,5825.0,35
1809,3665.0,28
1810,3797.0,37
1811,3478.0,39
1812,13734.0,31
1813,3034.0,37
1814,2973.0,39
1815,24296.0,38
1816,8969.0,35
1817,2550.0,30
1818,10357.0,48
1819,1475.0,33
1820,5154.0,47
1821,3586.0,37
1822,4646.0,38
1823,1640.0,39
1824,2379.0,34
1825,3422.0,65
1826,4365.0,43
1827,32938.0,38
1828,6710.0,48
1829,2507.0,38
1830,6184.0,65
1831,2029.0,36
1832,16659.0,35
1833,2203.0,58
1834,5122.0,54
1835,3074.0,53
1836,2584.0,38
1837,2037.0,31
1838,14938.0,34
1839,2014.0,38
1840,1818.0,39
1841,14926.0,37
1842,2827.0,51
1843,2773.0,53
1844,16033.0,53
1845,3213.0,65
1846,3616.0,33
1847,5924.0,37
1848,14535.0,47
1849,2833.0,59
1850,1479.0,59
1851,1617.0,34
1852,2237.0,26
1853,2900.0,45
1854,13126.0,54
1855,8695.0,52
1856,6692.0,47
1857,2159.0,57
1858,2501.0,34
1859,6338.0,36
1860,2190.0,36
1861,7578.0,57
1862,2963.0,29
1863,8260.0,37
1864,8309.0,46
1865,3864.0,55
1866,10230.0,56
1867,22382.0,32
1868,25790.0,39
1869,2675.0,63
1870,1652.0,49
1871,5815.0,38
1872,2595.0,60
1873,3421.0,38
1874,6922.0,63
1875,6979.0,43
1876,2594.0,39
1877,16915.0,35
1878,34516.0,45
1879,2523.0,35
1880,6235.0,48
1881,1473.0,26
1882,17116.0,36
1883,4631.0,37
1884,3047.0,39
1885,32338.0,49
1886,2253.0,56
1887,16611.0,45
1888,22886.0,34
1889,3544.0,29
1890,3480.0,28
1891,3549.0,65
1892,1438.3,26
1893,3136.0,57
1894,34516.0,47
1895,6814.0,54
1896,34516.0,48
1897,8500.0,36
1898,28170.0,43
1899,6610.0,54
1900,15755.0,37
1901,2711.0,33
1902,3735.0,38
1903,10216.0,36
1904,20420.0,40
1905,13662.0,37
1906,3038.0,26
1907,7050.0,45
1908,1775.0,26
1909,8960.0,42
1910,2355.0,33
1911,6803.0,57
1912,2145.0,55
1913,3919.0,40
1914,4500.0,32
1915,2941.0,62
1916,7102.0,26
1917,6866.0,37
1918,10378.0,57
1919,13473.0,47
1920,18178.0,47
1921,8171.0,48
1922,1438.3,49
1923,8082.0,35
1924,24589.0,57
1925,30310.0,62
1926,2967.0,55
1927,3092.0,36
1928,1618.0,54
1929,2498.0,30
1930,2564.0,46
1931,10540.0,43
1932,13384.0,34
1933,16208.0,55
1934,3049.0,36
1935,19214.0,44
1936,3071.0,39
1937,13395.0,34
1938,17126.0,40
1939,8083.0,42
1940,8995.0,36
1941,2404.0,26
1942,2807.0,42
1943,3097.0,55
1944,10651.0,45
1945,2175.0,61
1946,28020.0,41
1947,2640.0,35
1948,31313.0,34
1949,7304.0,37
1950,3254.0,46
1951,1438.3,26
1952,3161.0,54
1953,7246.0,47
1954,3088.0,56
1955,13719.0,42
1956,4726.0,30
1957,6100.0,32
1958,19279.0,40
1959,3792.0,33
1960,2084.0,64
1961,34516.0,33
1962,6849.0,52
1963,2417.0,59
1964,5802.0,41
1965,2919.0,38
1966,2462.0,29
1967,1947.0,43
1968,18563.0,40
1969,3992.0,37
1970,3568.0,32
1971,7776.0,36
1972,1438.3,58
1973,9355.0,53
1974,19636.0,37
1975,7327.0,47
1976,7049.0,36
1977,2033.0,26
1978,5153.0,38
1979,2062.0,32
1980,2005.0,37
1981,2479.0,26
1982,4589.0,55
1983,2263.0,35
1984,8184.0,58
1985,9238.0,32
1986,30210.0,47
1987,6942.0,32
1988,14551.0,56
1989,1438.3,34
1990,11332.0,65
1991,30967.0,55
1992,7866.0,43
1993,2718.0,31
1994,3084.0,54
1995,17302.0,52
1996,12159.0,48
1997,2797.0,54
1998,2618.0,33
1999,1442.0,26
2000,2063.0,30
2001,8154.0,49
2002,9735.0,36
2003,4310.0,56
2004,11450.0,53
2005,8906.0,39
2006,4245.0,34
2007,21953.0,53
2008,1614.0,32
2009,5140.0,39
2010,31762.0,57
2011,11692.0,48
2012,16043.0,37
2013,15488.0,36
2014,2503.0,39
2015,3312.0,31
2016,6269.0,31
2017,20337.0,36
2018,2224.0,47
2019,3100.0,37
2020,26437.0,38
2021,9959.0,39
2022,25008.0,39
2023,2031.0,37
2024,1654.0,58
2025,4608.0,58
2026,3908.0,37
2027,2798.0,54
2028,2551.0,45
2029,8621.0,36
2030,7451.0,53
2031,2617.0,34
2032,12634.0,35
2033,6407.0,32
2034,1438.3,38
2035,2672.0,37
2036,11948.0,37
2037,2677.0,47
2038,24703.0,52
2039,2240.0,54
2040,6052.0,53
2041,2562.0,33
2042,15377.0,49
2043,8654.0,37
2044,1438.3,31
2045,1438.3,43
2046,16040.0,39
2047,2801.0,38
2048,2658.0,62
2049,12423.0,58
2050,9347.0,39
2051,3143.0,30
2052,5106.0,46
2053,9871.0,39
2054,1525.0,53
2055,19630.0,34
2056,12547.0,54
2057,17686.0,54
2058,3257.0,39
2059,4824.0,36
2060,8603.0,38
2061,11498.0,45
2062,3818.0,28
2063,16594.0,37
2064,5387.0,57
2065,2930.0,48
2066,10023.0,33
2067,9303.0,38
2068,2956.0,36
2069,2218.0,37
2070,9959.0,36
2071,5335.0,54
2072,7187.0,52
2073,2590.0,53
2074,4255.0,27
2075,2778.0,32
2076,10711.0,57
2077,16163.0,58
2078,2513.0,54
2079,3291.0,45
2080,8917.0,36
2081,4955.0,39
2082,2909.0,39
2083,34516.0,34
2084,1438.3,54
2085,14015.0,54
2086,2540.0,36
2087,3497.0,37
2088,3682.0,27
2089,4430.0,55
2090,3877.0,26
2091,15124.0,56
2092,7712.0,58
2093,19373.0,42
2094,21590.0,30
2095,3657.0,38
2096,32444.0,47
2097,5830.0,33
2098,1438.3,54
2099,6463.0,65
2100,2400.0,33
2101,2311.0,44
2102,3585.0,57
2103,9131.0,34
2104,1438.3,63
2105,1438.3,37
2106,5471.0,39
2107,8823.0,39
2108,2173.0,55
2109,5616.0,37
2110,8571.0,57
2111,2803.0,45
2112,3924.0,53
2113,5663.0,37
2114,3955.0,60
2115,7997.0,29
2116,3652.0,56
2117,12702.0,37
2118,7189.0,43
2119,12421.0,58
2120,2585.0,29
2121,2818.0,38
2122,2351.0,65
2123,3143.0,62
2124,6514.0,53
2125,3119.0,26
2126,13092.0,46
2127,1438.3,51
2128,3702.0,39
2129,9095.0,51
2130,2701.0,59
2131,1813.0,56
2132,5335.0,56
2133,2469.0,31
2134,3091.0,37
2135,2683.0,36
2136,5464.0,26
2137,2942.0,61
2138,2735.0,26
2139,15279.0,35
2140,14938.0,53
2141,4328.0,59
2142,34516.0,37
2143,5824.0,38
2144,11281.0,56
2145,7959.0,37
2146,4459.0,33
2147,17162.0,38
2148,16254.0,56
2149,3278.0,59
2150,7173.0,30
2151,3295.0,56
2152,25033.0,33
2153,4232.0,31
2154,2703.0,26
2155,2710.0,29
2156,2322.0,53
2157,5931.0,35
2158,3300.0,35
2159,1438.3,56
2160,34516.0,35
2161,8682.0,35
2162,12616.0,32
2163,9652.0,49
2164,1651.0,36
2165,2576.0,37
2166,2212.0,58
2167,2157.0,35
2168,2575.0,39
2169,8705.0,65
2170,3838.0,65
2171,10306.0,51
2172,5366.0,56
2173,2994.0,58
2174,4247.0,39
2175,1737.0,51
2176,18431.0,58
2177,2263.0,34
2178,2718.0,39
2179,5839.0,54
2180,5137.0,26
2181,11909.0,53
2182,21390.0,32
2183,9264.0,49
2184,5484.0,39
2185,4739.0,32
2186,7970.0,30
2187,3127.0,37
2188,7756.0,38
2189,34516.0,46
2190,5605.0,36
2191,2946.0,33
2192,8886.0,58
2193,3104.0,46
2194,19435.0,39
2195,3312.0,54
2196,34516.0,50
2197,5246.0,41
2198,2432.0,53
2199,3103.0,36
2200,30746.0,38
2201,34516.0,55
2202,11962.0,45
2203,14690.0,36
2204,6629.0,45
2205,5535.0,38
2206,2544.0,35
2207,3305.0,48
2208,34516.0,51
2209,9466.0,37
2210,5297.0,33
2211,4260.0,31
2212,7291.0,40
2213,13882.0,43
2214,6500.0,63
2215,1626.0,35
2216,6662.0,31
2217,5846.0,36
2218,8063.0,34
2219,6224.0,29
2220,4597.0,55
2221,7869.0,46
2222,17884.0,45
2223,1438.3,52
2224,2046.0,40
2225,6370.0,46
2226,2737.0,54
2227,2622.0,36
2228,7266.0,44
2229,2258.0,37
2230,6510.0,35
2231,2508.0,64
2232,4006.0,52
2233,3252.0,37
2234,16317.0,45
2235,2109.0,28
2236,7023.0,65
2237,8302.0,55
2238,9959.0,55
2239,3636.0,41
2240,5184.0,57
2241,14575.0,37
2242,3107.0,29
2243,1438.3,62
2244,3092.0,42
2245,8322.0,47
2246,10110.0,44
2247,2707.0,34
2248,4397.0,37
2249,5795.0,33
2250,9760.0,40
2251,6103.0,51
2252,2246.0,65
2253,4930.0,46
2254,3178.0,27
2255,3003.0,37
2256,2318.0,34
2257,2638.0,34
2258,2004.0,35
2259,2414.0,55
2260,1438.3,60
2261,2043.0,56
2262,34516.0,52
2263,3111.0,45
2264,2585.0,56
2265,2469.0,26
2266,8744.0,30
2267,4185.0,34
2268,4759.0,39
2269,24457.0,36
2270,14244.0,32
2271,6572.0,48
2272,23381.0,50
2273,3471.0,39
2274,2250.0,61
2275,15965.0,65
2276,9433.0,45
2277,9180.0,34
2278,8818.0,37
2279,4066.0,44
2280,9031.0,56
2281,9887.0,36
2282,4161.0,65
2283,2740.0,26
2284,6152.0,26
2285,8167.0,34
2286,23742.0,51
2287,16791.0,57
2288,26783.0,30
2289,25516.0,35
2290,4815.0,32
2291,3198.0,62
2292,2218.0,32
2293,23462.0,53
2294,2252.0,55
2295,2557.0,26
2296,2300.0,35
2297,3540.0,31
2298,22938.0,53
2299,13129.0,45
2300,34516.0,39
2301,3396.0,61
2302,4712.0,31
2303,7638.0,37
2304,2624.0,41
2305,17934.0,58
2306,15198.0,45
2307,3191.0,57
2308,6053.0,35
2309,5510.0,39
2310,12875.0,55
2311,2602.0,41
2312,2041.0,55
2313,2548.0,52
2314,4698.0,57
2315,2222.0,40
2316,8217.0,47
2317,10091.0,42
2318,19074.0,39
2319,34516.0,39
2320,12852.0,36
2321,12763.0,36
2322,2827.0,29
2323,8242.0,56
2324,1825.0,37
2325,1438.3,61
2326,5497.0,36
2327,6778.0,51
2328,4267.0,46
2329,3273.0,31
2330,9371.0,33
2331,1438.3,50
2332,8389.0,57
2333,28410.0,65
2334,6168.0,48
2335,2111.0,57
2336,3141.0,63
2337,8307.0,50
2338,30753.0,39
2339,2731.0,39
2340,2890.0,39
2341,34516.0,52
2342,8058.0,37
2343,5660.0,50
2344,4230.0,59
2345,9515.0,38
2346,10962.0,65
2347,23848.0,57
2348,10144.0,65
2349,2997.0,38
2350,2647.0,41
2351,4580.0,55
2352,2608.0,28
2353,34516.0,31
2354,3156.0,39
2355,24936.0,44
2356,26101.0,55
2357,14270.0,57
2358,25618.0,28
2359,3230.0,35
2360,8881.0,46
2361,11037.0,65
2362,16763.0,50
2363,2621.0,31
2364,4939.0,49
2365,4419.0,50
2366,9235.0,44
2367,3055.0,63
2368,19412.0,41
2369,12786.0,56
2370,4666.0,55
2371,4894.0,48
2372,27389.0,35
2373,2132.0,30
2374,6590.0,37
2375,3176.0,53
2376,4288.0,37
2377,20130.0,65
2378,5945.0,48
2379,3350.0,37
2380,4008.0,35
2381,5780.0,35
2382,2497.0,49
2383,10286.0,26
2384,2347.0,58
2385,23125.0,29
2386,3034.0,58
2387,7081.0,33
2388,6824.0,36
2389,1438.3,47
2390,2683.0,41
2391,12280.0,46
2392,14607.0,58
2393,2267.0,53
2394,2556.0,54
2395,12512.0,39
2396,11332.0,49
2397,3073.0,35
2398,34516.0,47
2399,5323.0,38
2400,9078.0,56
2401,27029.0,56
2402,9859.0,38
2403,4026.0,46
2404,2608.0,37
2405,3552.0,63
2406,4613.0,65
2407,10386.0,38
2408,34516.0,45
2409,2657.0,26
2410,5031.0,58
2411,34516.0,48
2412,1612.0,26
2413,2423.0,48
2414,7140.0,33
2415,3377.0,62
2416,34516.0,55
2417,2295.0,40
2418,3150.0,46
2419,2165.0,58
2420,4249.0,47
2421,2966.0,50
2422,1612.0,53
2423,14593.0,45
2424,8327.0,48
2425,34516.0,43
2426,6479.0,60
2427,18442.0,56
2428,2800.0,43
2429,3032.0,57
2430,2151.0,52
2431,24073.0,56
2432,25517.0,43
2433,7709.0,38
2434,4065.0,53
2435,13169.0,52
2436,11811.0,58
2437,7440.0,34
2438,12714.0,36
2439,3735.0,55
2440,25882.0,54
2441,3877.0,36
2442,3280.0,35
2443,11023.0,53
2444,6182.0,48
2445,2186.0,37
2446,17996.0,45
2447,2306.0,54
2448,26556.0,38
2449,5779.0,35
2450,5494.0,36
2451,7571.0,33
2452,2897.0,28
2453,3131.0,36
2454,4274.0,34
2455,4980.0,55
2456,3156.0,61
2457,6861.0,44
2458,15554.0,54
2459,26570.0,39
2460,22224.0,51
2461,10606.0,47
2462,5865.0,37
2463,5369.0,47
2464,5188.0,56
2465,17742.0,53
2466,2591.0,62
2467,2800.0,58
2468,6543.0,57
2469,26053.0,54
2470,6316.0,33
2471,4658.0,54
2472,6476.0,30
2473,8087.0,36
2474,9033.0,60
2475,3206.0,46
2476,28751.0,55
2477,2938.0,55
2478,5715.0,31
2479,2111.0,55
2480,11862.0,36
2481,2791.0,34
2482,6551.0,33
2483,4533.0,30
2484,1854.0,54
2485,6704.0,53
2486,34516.0,59
2487,5489.0,41
2488,10619.0,45
2489,2481.0,50
2490,5100.0,57
2491,5905.0,63
2492,9293.0,35
2493,5240.0,35
2494,4182.0,53
2495,9857.0,33
2496,20117.0,38
2497,6012.0,31
2498,6369.0,37
2499,13005.0,36
2500,1575.0,39
2501,6679.0,58
2502,6458.0,39
2503,20803.0,61
2504,5540.0,34
2505,2801.0,55
2506,2419.0,50
2507,5156.0,33
2508,14228.0,48
2509,10257.0,63
2510,3032.0,54
2511,1438.3,41
2512,32096.0,51
2513,3014.0,54
2514,5762.0,47
2515,2555.0,52
2516,34516.0,34
2517,2140.0,64
2518,4760.0,62
2519,26372.0,38
2520,8203.0,52
2521,2655.0,35
2522,13655.0,35
2523,12169.0,54
2524,2956.0,35
2525,2598.0,35
2526,10566.0,36
2527,8232.0,33
2528,26365.0,53
2529,4671.0,37
2530,14869.0,35
2531,2300.0,59
2532,2797.0,47
2533,2657.0,48
2534,9149.0,58
2535,2629.0,55
2536,3176.0,37
2537,21875.0,57
2538,3007.0,60
2539,17404.0,50
2540,2863.0,56
2541,34516.0,48
2542,13919.0,40
2543,18672.0,48
2544,4204.0,50
2545,6859.0,61
2546,16050.0,36
2547,34516.0,46
2548,16766.0,28
2549,20895.0,49
2550,7881.0,44
2551,13427.0,57
2552,2281.0,37
2553,10974.0,57
2554,8925.0,33
2555,5265.0,46
2556,17156.0,45
2557,13457.0,53
2558,2742.0,52
2559,3890.0,34
2560,17198.0,55
2561,3401.0,53
2562,18951.0,37
2563,1454.0,58
2564,27499.0,33
2565,32964.0,39
2566,7411.0,37
2567,7200.0,32
2568,12007.0,26
2569,3147.0,60
2570,5110.0,37
2571,5438.0,43
2572,17450.0,56
2573,18352.0,52
2574,5030.0,34
2575,34516.0,47
2576,1585.0,26
2577,3251.0,54
2578,2858.0,35
2579,34516.0,52
2580,16443.0,41
2581,3687.0,36
2582,4840.0,53
2583,15108.0,42
2584,1909.0,54
2585,19063.0,53
2586,15982.0,36
2587,1438.3,42
2588,2549.0,27
2589,5967.0,58
2590,2182.0,59
2591,2689.0,63
2592,30622.0,57
2593,4203.0,56
2594,6453.0,42
2595,3318.0,29
2596,22075.0,44
2597,6746.0,33
2598,4408.0,35
2599,4838.0,33
2600,34516.0,46
2601,3823.0,27
2602,21670.0,42
2603,7928.0,53
2604,33996.0,50
2605,4365.0,48
2606,2248.0,57
2607,1901.0,34
2608,34516.0,55
2609,31680.0,58
2610,1872.0,55
2611,2055.0,48
2612,10991.0,45
2613,3939.0,59
2614,2127.0,53
2615,34010.0,47
2616,6971.0,43
2617,1741.0,33
2618,24904.0,49
2619,1438.3,54
2620,2621.0,65
2621,11115.0,49
2622,13241.0,47
2623,14438.0,51
2624,5228.0,36
2625,5550.0,36
2626,1438.3,46
2627,2064.0,62
2628,3450.0,30
2629,34516.0,46
2630,30030.0,41
2631,2151.0,50
2632,7181.0,53
2633,27745.0,55
2634,4852.0,49
2635,6735.0,56
2636,6128.0,63
2637,23124.0,41
2638,3436.0,34
2639,3176.0,35
2640,8874.0,44
2641,3402.0,38
2642,2689.0,52
2643,1556.0,54
2644,7372.0,58
2645,5713.0,26
2646,2965.0,27
2647,9819.0,33
2648,8186.0,32
2649,3846.0,58
2650,13131.0,45
2651,2944.0,48
2652,34516.0,38
2653,5660.0,54
2654,7554.0,40
2655,2494.0,35
2656,25215.0,31
2657,2606.0,40
2658,8133.0,52
2659,3101.0,57
2660,24446.0,48
2661,2361.0,49
2662,2441.0,40
2663,8532.0,45
2664,16954.0,41
2665,2900.0,36
2666,6827.0,37
2667,4513.0,44
2668,27347.0,52
2669,1676.0,42
2670,2802.0,62
2671,23870.0,49
2672,4868.0,30
2673,20437.0,50
2674,2239.0,32
2675,2428.0,32
2676,15027.0,49
2677,32056.0,37
2678,34516.0,42
2679,5346.0,36
2680,2143.0,52
2681,34516.0,48
2682,23507.0,29
2683,1864.0,33
2684,23032.0,36
2685,4277.0,36
2686,2771.0,56
2687,2265.0,28
2688,2853.0,31
2689,3075.0,44
2690,15340.0,51
2691,3065.0,55
2692,1438.3,34
2693,7118.0,61
2694,11419.0,37
2695,2403.0,46
2696,2821.0,47
2697,2706.0,54
2698,2999.0,50
2699,2226.0,36
2700,3351.0,37
2701,5570.0,47
2702,10448.0,54
2703,2174.0,64
2704,31501.0,48
2705,21695.0,35
2706,34516.0,49
2707,13650.0,42
2708,16156.0,49
2709,2413.0,53
2710,5920.0,56
2711,5841.0,41
2712,8418.0,37
2713,2490.0,30
2714,20640.0,45
2715,9453.0,54
2716,7949.0,46
2717,2758.0,36
2718,20148.0,48
2719,1438.3,59
2720,26566.0,60
2721,13477.0,44
2722,9706.0,65
2723,7457.0,46
2724,34516.0,48
2725,19081.0,53
2726,2447.0,53
2727,28830.0,41
2728,2563.0,37
2729,5240.0,29
2730,3397.0,49
2731,1842.0,47
2732,2383.0,53
2733,20791.0,33
2734,19900.0,34
2735,32024.0,28
2736,3701.0,36
2737,4199.0,30
2738,4353.0,34
2739,4913.0,38
2740,5454.0,39
2741,2172.0,32
2742,2845.0,36
2743,18570.0,37
2744,25907.0,45
2745,2206.0,38
2746,12050.0,31
2747,2107.0,65
2748,2107.0,63
2749,3539.0,65
2750,27175.0,43
2751,17905.0,51
2752,4940.0,37
2753,3161.0,55
2754,2464.0,27
2755,3203.0,34
2756,1835.0,32
2757,1993.0,49
2758,34516.0,39
2759,7130.0,27
2760,12539.0,30
2761,8208.0,39
2762,26222.0,42
2763,34173.0,55
2764,3377.0,57
2765,5882.0,53
2766,7158.0,51
2767,5833.0,47
2768,4152.0,26
2769,11699.0,37
2770,4505.0,45
2771,7667.0,55
2772,34516.0,37
2773,2937.0,36
2774,5257.0,36
2775,10331.0,39
2776,17557.0,47
2777,4366.0,56
2778,8037.0,56
2779,8740.0,38
2780,8514.0,49
2781,2002.0,36
2782,3132.0,51
2783,2010.0,26
2784,7567.0,34
2785,2381.0,56
2786,34516.0,43
2787,16411.0,47
2788,1438.3,42
2789,3735.0,38
2790,22127.0,55
2791,5685.0,28
2792,7348.0,62
2793,11188.0,52
2794,3650.0,44
2795,5076.0,29
2796,32658.0,48
2797,28634.0,43
2798,3414.0,49
2799,12315.0,43
2800,2690.0,41
2801,12165.0,43
2802,1792.0,51
2803,19300.0,37
2804,8120.0,37
2805,2292.0,49
2806,21434.0,36
2807,3424.0,50
2808,2787.0,64
2809,8696.0,36
2810,32446.0,45
2811,9133.0,41
2812,5116.0,47
2813,18974.0,39
2814,12101.0,51
2815,5379.0,55
2816,32676.0,57
2817,34516.0,36
2818,15202.0,35
2819,2222.0,38
2820,5858.0,39
2821,2692.0,65
2822,7165.0,51
2823,1438.3,50
2824,26988.0,38
2825,2517.0,36
2826,11091.0,41
2827,10745.0,40
2828,34516.0,40
2829,2590.0,26
2830,2722.0,46
2831,8228.0,49
2832,11777.0,38
2833,34516.0,49
2834,14821.0,38
2835,1438.3,36
2836,6131.0,34
2837,2047.0,52
2838,22380.0,40
2839,12893.0,36
2840,3351.0,53
2841,5093.0,40
2842,1438.3,54
2843,2165.0,34
2844,1927.0,62
2845,22125.0,39
2846,34516.0,50
2847,5260.0,36
2848,1438.3,56
2849,4333.0,44
2850,6637.0,45
2851,3174.0,36
2852,4396.0,44
2853,34516.0,52
2854,1438.3,50
2855,6853.0,53
2856,2570.0,36
2857,2166.0,27
2858,3647.0,31
2859,11684.0,36
2860,4475.0,41
2861,16604.0,28
2862,5446.0,59
2863,28700.0,43
2864,2888.0,41
2865,9451.0,46
2866,13933.0,51
2867,6130.0,44
2868,15008.0,40
2869,4583.0,32
2870,5268.0,48
2871,14976.0,58
2872,2282.0,37
2873,5130.0,51
2874,5702.0,43
2875,14480.0,41
2876,7570.0,51
2877,12878.0,52
2878,26218.0,61
2879,34516.0,49
2880,2804.0,36
2881,5801.0,35
2882,2271.0,63
2883,3107.0,36
2884,2001.0,33
2885,1438.3,33
2886,4465.0,65
2887,3264.0,61
2888,26856.0,44
2889,34516.0,38
2890,21756.0,41
2891,4726.0,44
2892,34516.0,41
2893,5596.0,45
